"scientificName","genus","specificEpithet","infraspecificEpithet","basisOfRecord","eventDate","institutionCode","collectionCode","collectionID","country","county","stateProvince","locality","latitude","longitude","identificationID","coordinateUncertaintyInMeters","informationWithheld","habitat"
"Quercus geminata","Quercus","geminata",NA,"PreservedSpecimen","1992-07-31","eiu",NA,"27dc3568-b638-4917-afcf-3dd7eac73cf9","USA","Polk","Florida","Locality: S of Lake Wales, NW of Crooked Lake, SW of Blue Lake, on W side of U.S. 27 ca 0.5 mile N of junction with C.R. 640; 27.8467 -81.5858 Occurrence Remarks: NA Verbatim Locality: NA",27.8467,-81.5858,"8c626b01-e022-49da-abc3-8091ae7a44d2",NA,NA,"Sand pine scrub and degraded open sandy areas (ex pasture?)"
"Stipulicida setacea var. setacea","Stipulicida","setacea","setacea","PreservedSpecimen","2007-05-21","lsu","Vascular Plants","fe609977-5b39-49c5-905a-32ca83233244","United States","Okaloosa","Florida","Locality: Gulf Islands National Seashore, Okaloosa Unit. Higher ridges of relic dunes paralleling Choctawhatchee Bay south of restrooms near middle of Unit. Occurrence Remarks: NA Verbatim Locality: NA",30.3962,-86.5806,"8cab7826-c235-4b7f-9d05-be04afc03772",NA,NA,"Relic dunes. Soil characteristics: Newham-Corolla complex (8) - rolling, rarely flooded, excessively drained Newham soil and somewhat poorly drained Corolla soil sand dunes of barrier islands and adjacent coastal beaches on the mainland. Classified as occurring as a part of the North Florida coastal strand ecological community. Associated plant species: Cnidoscolus urens var. stimulosus, Chrysopsis gossypina ssp. cruiseana, Conradina canescens, Ceratiola ericoides, Nuttallanthus floridanus, Paronychia erecta, Quercus geminata, Oenothera humifusa, Galactia microphylla, Physalis angustifolia, Balduina angustifolia, Uniola paniculata, Asclepias humistrata, Chrysoma pauciflosculosa, Helianthemum arenicola, Magnolia grandiflora, Smilax auriculata, Plantago wrightiana, Schizachyrium maritimum. Common.; Newham-Corolla complex (8)"
"Physalis angustifolia","Physalis","angustifolia",NA,"PreservedSpecimen","2005-04-25","lsu","Vascular Plants","fe609977-5b39-49c5-905a-32ca83233244","United States","Okaloosa","Florida","Locality: Gulf Islands National Seashore, Okaloosa Unit. Shoreline beach east of Unit bathrooms and north of parking lot approaching Eglin Air Force Base boundary. Occurrence Remarks: NA Verbatim Locality: NA",30.3961,-86.5783,"92b5c44b-b865-4671-bbe0-c076b689213b",NA,NA,"Shoreline beach. Soil characteristics: Newham-Corolla complex (8) - rolling, rarely flooded, excessively drained Newham soil and somewhat poorly drained Corolla soil on sand dunes of barrier islands and adjacent coastal beaches on the mainland. Classified as occurring as a part of the North Florida coastal strand ecological community. Associated plant species: Cenchrus spinifex, Asclepias humistrata, Cakile constricta, Helianthemum arenicola, Nuttallanthus floridanus, Conradina canescens, Cnidoscolus urens var. stimulosus, Quercus geminata, Oenothera humifusa. Abundant.; Newham-Corolla complex (8)"
"Dichanthelium commonsianum","Dichanthelium","commonsianum",NA,"PreservedSpecimen","2021-05-13","anhc","ANHC","895c5098-80b9-43fd-a77b-85daedae48cc","United States","Nevada","Arkansas","Locality: West Gulf Coastal Plain. Tertiary Uplands Ecoregion. USGS Bluff City 7.5' Quad. 1 air mile SE of Bluff City, 280 yds. SW of AR-387. Occurrence Remarks: Locally common. Photos posted to iNaturalist: inaturalist.org/observations/78747185. Verbatim Locality: NA",33.70369,-93.12633,"986aeebd-e0b1-4abd-8bbd-0d156bbf44da",NA,NA,"Glades with deep sand."
"Cakile constricta","Cakile","constricta",NA,"PreservedSpecimen","2005-04-25","lsu","Vascular Plants","fe609977-5b39-49c5-905a-32ca83233244","United States","Okaloosa","Florida","Locality: Gulf Islands National Seashore, Okaloosa Unit. Shoreline beach east of Unit bathrooms and north of parking lot approaching Eglin Air Force Base boundary. Occurrence Remarks: NA Verbatim Locality: NA",30.3961,-86.5783,"99c66b7a-2058-4a73-8aa3-9a36c36f5c67",NA,NA,"Shoreline beach. Soil characteristics: Newham-Corolla complex (8) - rolling, rarely flooded, excessively drained Newham soil and somewhat poorly drained Corolla soil on sand dunes of barrier islands and adjacent coastal beaches on the mainland. Classified as occurring as a part of the North Florida coastal strand ecological community. Associated plant species: Physalis angustifolia, Asclepias humistrata, Helianthemum arenicola, Nuttallanthus floridanus, Conradina canescens, Cnidoscolus urens var. stimulosus, Quercus geminata, Oenothera humifusa. Abundant.; Newham-Corolla complex (8)"
"Pinus elliottii","Pinus","elliottii",NA,"PreservedSpecimen","2005-05-26","lsu","Vascular Plants","fe609977-5b39-49c5-905a-32ca83233244","United States","Jackson","Mississippi","Locality: Gulf Islands National Seashore, Petit Bois Island. Relic dunes along the north shore. Occurrence Remarks: NA Verbatim Locality: NA",30.2069,-88.4317,"9c0095fe-f526-48e7-9f73-4d2893bbc91b",NA,NA,"Relic dunes. Soil characteristics: Newhan-Corolla complex, rolling (386) - excessively drained soils formed from sands deposited by wind. Associate plant species: Physalis angustifolia, Indigofera caroliniana, Asclepias humistrata, Chrysoma pauciflosculosa, Helianthemum arenicola, Opuntia humifusa var. humifusa, Galium hispidulum. Abundant.; Newhan-Corolla complex"
"Indigofera caroliniana","Indigofera","caroliniana",NA,"PreservedSpecimen","2005-05-26","lsu","Vascular Plants","fe609977-5b39-49c5-905a-32ca83233244","United States","Jackson","Mississippi","Locality: Gulf Islands National Seashore, Petit Bois Island. Relic dunes along the north shore. Occurrence Remarks: NA Verbatim Locality: NA",30.2064,-88.4317,"adfdd1e5-7e71-4317-8480-39c0c464f9c9",NA,NA,"Relic dunes. Soil characteristics: Newhan-Corolla complex, rolling (386) - excessively drained soils formed from sands deposited by wind. Associate plant species: Physalis angustifolia, Asclepias humistrata, Chrysoma pauciflosculosa, Helianthemum arenicola, Opuntia humifusa var. humifusa, Cuscuta pentagona, Galium hispidulum. Uncommon.; Newhan-Corolla complex"
"Phyla nodiflora","Phyla","nodiflora",NA,"PreservedSpecimen","2005-04-25","lsu","Vascular Plants","fe609977-5b39-49c5-905a-32ca83233244","United States","Okaloosa","Florida","Locality: Gulf Islands National Seashore, Okaloosa Unit. Shoreline beach east of Unit bathrooms and north of parking lot approaching Eglin Air Force Base boundary. Occurrence Remarks: NA Verbatim Locality: NA",30.3961,-86.5783,"afad4933-8ca8-4446-9072-d9c1fc1fc432",NA,NA,"Shoreline beach. Soil characteristics: Newham-Corolla complex (8) - rolling, rarely flooded, excessively drained Newham soil and somewhat poorly drained Corolla soil on sand dunes of barrier islands and adjacent coastal beaches on the mainland. Classified as occurring as a part of the North Florida coastal strand ecological community. Associated plant species: Physalis angustifolia, Asclepias humistrata, Cakile constricta, Helianthemum arenicola, Nuttallanthus floridanus, Conradina canescens, Cnidoscolus urens var. stimulosus, Quercus geminata, Oenothera humifusa. Abundant.; Newham-Corolla complex (8)"
"Stachys arenicola","Stachys","arenicola",NA,"PreservedSpecimen","2013-07-23","gmuf","Plants","2e430955-77d0-4aa4-a16f-e2d3c5ff4493","United States","Frederick","Virginia","Locality: Abrams Creek Wetlands, NW tip of Bluestem Island. Occurrence Remarks: NA Verbatim Locality: NA",39.17707,-78.19592,"b0994bec-28d5-4d8f-8bbf-293ae028f4e1",NA,NA,"Small fen at margin of swampy end of island in Abrams Creek; dominated by Impatiens capensis and Carex spp., growing with Eutrochium maculatum, Verbena hasta, Asclepias incarnata, Cornus amomum; saturated soil"
"Asclepias subverticillata","Asclepias","subverticillata",NA,"PreservedSpecimen","1993-07-21","unm","Vascular Plants","274317fa-b413-42b6-bb9a-cfe8f2e54962","United States","Roosevelt","New Mexico","Locality: Melrose Air Force Range.0.2 mi. N of RR7N at old windmill and playa. Occurrence Remarks: Soils: Archy loamy fine sand, intermittent pond,Slope: 0 degrees, Aspect: low playa. With Distichlis spicata/Sporobolus airoides: Baccharis salicina,Muhlenbergia arenicola, Juncus effusus. Verbatim Locality: NA",34.3156971334,-103.794101294,"b1fd0e44-413c-4385-a19b-aa34f5a83de5",NA,NA,"Soils: Archy loamy fine sand, intermittent pond,Slope: 0 degrees, Aspect: low playa."
"Argemone corymbosa var. arenicola","Argemone","corymbosa","arenicola","PreservedSpecimen","2016-05-08","asu","Plants","a2e32c87-d320-4a01-bafd-a9182ae2e191","USA","Coconino","Arizona","Locality: Arizona Strip/Colorado Plateau, House Rock Valley, west of Buffalo Ranch Road (road to Kane Ranch), 0.5 miles S of US Alt 89. T38N R4E S15 NE4 NE4. Occurrence Remarks: Mostly in sand along roadcut. Verbatim Locality: NA",36.697694,-111.9485,"b767a90a-5340-41d1-9be2-481a3d7b8fc9",NA,NA,"Stabilized Navajo sand dunes on flats dominated by Achnatherum hymenoides, Ephedra viridis var. viscida, Gutierrezia sarothrae, Atriplex canescens. Veg cover 50%."
"Asclepias arenaria","Asclepias","arenaria",NA,"PreservedSpecimen","2002-06-24","brit",NA,"fea81a47-2365-45cc-bef9-b6bbff7457e6","United States","Hutchinson","Texas","Locality: Lake Meredith National Recreation Area; LAMR, boundary road in extreme NE corner of park, between FM 687 and Spring Canyon area, at end of road near Spring Canyon; area of long 'draw' toward Spring Canyon. Occurrence Remarks: Uncommon. Verbatim Locality: NA",35.73,-101.548333,"c4b0dadb-d975-4446-837b-7a2487bef433",NA,NA,"Area of deep sand, gentle slopes, W-facing.; Sand."
"Rhododon ciliatus","Rhododon","ciliatus",NA,"PreservedSpecimen","2010-05-27","prc","TEX","688bf697-a37c-4d62-8fb2-2fb90259ee4a","United States","Henderson","TEXAS","Locality: Ca. 1.3 airmiles SW of jct. St. Rt. 19 and road to Coon Creek Club. Coon Creek Lake Quadrangle. Elev. 370-400 ft. Occurrence Remarks: NA Verbatim Locality: NA",32.080528,-95.820667,"caf53477-7633-4a25-a35a-95b4b6101083",NA,NA,"In herbaceous sandyland vegetation on deep loose sand in large opening in oak-hickory woodland or forest on gentle upper slopes underlain by Queen City Sand. Herbaceous vegetation dominated by Rhododon ciliatus, Croton argyranthemus, Aristida desmantha. Other associates included Asclepias amplexicaulis, Bulbostylis ciliatifolia, Carya texana, Croptilon sp. (C. rigidifolium?), Croton argyranthemus, Cyperus retroflexus, Eragrostis secundiflora, Eriogonum multiflorum, Eupatorium compositifolium, Evax candida, Helianthemum georgianum, Lechea mucronata, Matelea cynanchoides, Monarda punctata, Nuttallanthus sp., Oenothera laciniata, Opuntia cf. macrorhiza, Paronychia drummondii, Paspalum setaceum, Penstemon murrayanus, Plantago hookeriana, Quercus incana, Q. margaretta, Schizachyrium scoparium, Selaginella arenicola, Senecio ampullaceus, Spermolepis divaricata, Stillingia texana, Streptanthus hyacinthoides, Stylisma pickeringii, Talinum rugospermum, Tetragonatheca ludoviciana, Thelesperma flavodiscum, Tradescantia reverchonii, Vitis lincecumii, Vulpia sp., Zornia bracteata. Abundant, the seasonal dominant."
